M9 刺刀（★ StatTrak™） | 人工染色 (略有磨损)max 2305.13 M9 刺刀（★ StatTrak™） | 人工染色 (略有磨损)buff 1570 735.130
熊刀（★） | 表面淬火 (略有磨损)max 1547.69 熊刀（★） | 表面淬火 (略有磨损)buff 1039.3 508.390
熊刀（★） | 表面淬火 (破损不堪)max 983.57 熊刀（★） | 表面淬火 (破损不堪)buff 691.49 292.080
熊刀（★） | 都市伪装 (久经沙场)max 666.71 熊刀（★） | 都市伪装 (久经沙场)buff 518.5 148.210
熊刀（★） | 都市伪装 (略有磨损)igxe 645.00 熊刀（★） | 都市伪装 (略有磨损)max 1053.84 -408.840
爪子刀（★ StatTrak™）buff 3635 爪子刀（★ StatTrak™）max 10311.99 -6676.990
爪子刀（★ StatTrak™） | 伽玛多普勒 (崭新出厂)max 8577.84 爪子刀（★ StatTrak™） | 伽玛多普勒 (崭新出厂)buff 5149.49 3428.350
爪子刀（★ StatTrak™） | 外表生锈 (战痕累累)max 2747.88 爪子刀（★ StatTrak™） | 外表生锈 (战痕累累)buff 1900 847.880
爪子刀（★ StatTrak™） | 多普勒 (崭新出厂)max 5593.81 爪子刀（★ StatTrak™） | 多普勒 (崭新出厂)buff 4279 1314.810
爪子刀（★ StatTrak™） | 森林 DDPAT (久经沙场)max 2488.07 爪子刀（★ StatTrak™） | 森林 DDPAT (久经沙场)buff 1629.5 858.570
爪子刀（★ StatTrak™） | 深红之网 (久经沙场)max 5506.27 爪子刀（★ StatTrak™） | 深红之网 (久经沙场)buff 3499.2 2007.070
爪子刀（★ StatTrak™） | 澄澈之水 (久经沙场)max 4101.43 爪子刀（★ StatTrak™） | 澄澈之水 (久经沙场)buff 2200 1901.430
爪子刀（★ StatTrak™） | 澄澈之水 (崭新出厂)max 5407.15 爪子刀（★ StatTrak™） | 澄澈之水 (崭新出厂)buff 2850 2557.150
爪子刀（★ StatTrak™） | 狩猎网格 (久经沙场)max 2224.23 爪子刀（★ StatTrak™） | 狩猎网格 (久经沙场)buff 1596.9 627.330
爪子刀（★ StatTrak™） | 自动化 (久经沙场)max 6200.59 爪子刀（★ StatTrak™） | 自动化 (久经沙场)buff 4226.5 1974.090
爪子刀（★ StatTrak™） | 自动化 (略有磨损)max 8272.88 爪子刀（★ StatTrak™） | 自动化 (略有磨损)buff 5350 2922.880
爪子刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)max 2924.98 爪子刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)buff 2218.5 706.480
爪子刀（★ StatTrak™） | 虎牙 (崭新出厂)max 6862.22 爪子刀（★ StatTrak™） | 虎牙 (崭新出厂)buff 4485.5 2376.720
爪子刀（★ StatTrak™） | 黑色层压板 (略有磨损)max 5324.56 爪子刀（★ StatTrak™） | 黑色层压板 (略有磨损)igxe 3600.00 1724.560
爪子刀（★ StatTrak™） | 黑色层压板 (破损不堪)max 4621.07 爪子刀（★ StatTrak™） | 黑色层压板 (破损不堪)buff 2872 1749.070
爪子刀（★） | 人工染色 (久经沙场)max 3302.57 爪子刀（★） | 人工染色 (久经沙场)buff 2220 1082.570
爪子刀（★） | 人工染色 (略有磨损)max 3240.57 爪子刀（★） | 人工染色 (略有磨损)igxe 2350.00 890.570
爪子刀（★） | 人工染色 (破损不堪)max 6795.41 爪子刀（★） | 人工染色 (破损不堪)buff 2010 4785.410
爪子刀（★） | 传说 (久经沙场)max 5490.35 爪子刀（★） | 传说 (久经沙场)buff 3814.5 1675.850
爪子刀（★） | 传说 (崭新出厂)igxe 9874.20 爪子刀（★） | 传说 (崭新出厂)max 10680.11 -805.910
爪子刀（★） | 传说 (略有磨损)max 9650.10 爪子刀（★） | 传说 (略有磨损)igxe 6511.00 3139.100
爪子刀（★） | 伽玛多普勒 (崭新出厂)max 6539.62 爪子刀（★） | 伽玛多普勒 (崭新出厂)igxe 5009.50 1530.120
爪子刀（★） | 伽玛多普勒 (略有磨损)max 7932.33 爪子刀（★） | 伽玛多普勒 (略有磨损)buff 4737 3195.330
爪子刀（★） | 北方森林 (久经沙场)max 2358.92 爪子刀（★） | 北方森林 (久经沙场)buff 1689 669.920
爪子刀（★） | 北方森林 (战痕累累)max 2369.53 爪子刀（★） | 北方森林 (战痕累累)buff 1558 811.530
爪子刀（★） | 北方森林 (略有磨损)max 3234.09 爪子刀（★） | 北方森林 (略有磨损)buff 1964.5 1269.590
爪子刀（★） | 北方森林 (破损不堪)max 3234.29 爪子刀（★） | 北方森林 (破损不堪)buff 1599.5 1634.790
爪子刀（★） | 噩梦之夜 (久经沙场)max 2695.85 爪子刀（★） | 噩梦之夜 (久经沙场)buff 2033 662.850
爪子刀（★） | 外表生锈 (战痕累累)max 2439.84 爪子刀（★） | 外表生锈 (战痕累累)buff 1879 560.840
爪子刀（★） | 外表生锈 (破损不堪)max 4717.91 爪子刀（★） | 外表生锈 (破损不堪)igxe 1979.99 2737.920
爪子刀（★） | 多普勒 (崭新出厂)max 5314.46 爪子刀（★） | 多普勒 (崭新出厂)buff 4099 1215.460
爪子刀（★） | 多普勒 (略有磨损)max 7676.39 爪子刀（★） | 多普勒 (略有磨损)buff 4020 3656.390
爪子刀（★） | 大马士革钢 (久经沙场)max 3348.72 爪子刀（★） | 大马士革钢 (久经沙场)buff 2599.5 749.220
爪子刀（★） | 大马士革钢 (崭新出厂)max 4266.82 爪子刀（★） | 大马士革钢 (崭新出厂)buff 3245 1021.820
爪子刀（★） | 大马士革钢 (战痕累累)max 3416.73 爪子刀（★） | 大马士革钢 (战痕累累)buff 2280 1136.730
爪子刀（★） | 大马士革钢 (略有磨损)max 4088.99 爪子刀（★） | 大马士革钢 (略有磨损)buff 2959.5 1129.490
爪子刀（★） | 屠夫 (久经沙场)max 4804.58 爪子刀（★） | 屠夫 (久经沙场)buff 3310 1494.580
爪子刀（★） | 屠夫 (崭新出厂)max 8320.03 爪子刀（★） | 屠夫 (崭新出厂)buff 4600 3720.030
爪子刀（★） | 屠夫 (略有磨损)max 5358.20 爪子刀（★） | 屠夫 (略有磨损)buff 3769 1589.200
爪子刀（★） | 枯焦之色 (久经沙场)max 2131.47 爪子刀（★） | 枯焦之色 (久经沙场)buff 1538 593.470
爪子刀（★） | 枯焦之色 (略有磨损)max 2249.71 爪子刀（★） | 枯焦之色 (略有磨损)igxe 1643.00 606.710
爪子刀（★） | 森林 DDPAT (久经沙场)max 2185.69 爪子刀（★） | 森林 DDPAT (久经沙场)buff 1593.99 591.700
爪子刀（★） | 森林 DDPAT (略有磨损)max 3289.11 爪子刀（★） | 森林 DDPAT (略有磨损)igxe 1749.00 1540.110
爪子刀（★） | 深红之网 (久经沙场)max 4622.21 爪子刀（★） | 深红之网 (久经沙场)buff 3233 1389.210
爪子刀（★） | 深红之网 (战痕累累)max 4882.96 爪子刀（★） | 深红之网 (战痕累累)buff 2346.77 2536.190
爪子刀（★） | 渐变之色 (崭新出厂)igxe 8687.91 爪子刀（★） | 渐变之色 (崭新出厂)max 11514.65 -2826.740
爪子刀（★） | 渐变之色 (略有磨损)igxe 8300.00 爪子刀（★） | 渐变之色 (略有磨损)max 10678.11 -2378.110
爪子刀（★） | 渐变大理石 (崭新出厂)max 8916.78 爪子刀（★） | 渐变大理石 (崭新出厂)buff 5849 3067.780
爪子刀（★） | 渐变大理石 (略有磨损)max 8811.38 爪子刀（★） | 渐变大理石 (略有磨损)buff 5400 3411.380
爪子刀（★） | 澄澈之水 (久经沙场)max 2965.57 爪子刀（★） | 澄澈之水 (久经沙场)buff 2214 751.570
爪子刀（★） | 澄澈之水 (崭新出厂)max 4107.91 爪子刀（★） | 澄澈之水 (崭新出厂)buff 2842.9 1265.010
爪子刀（★） | 澄澈之水 (战痕累累)max 2947.39 爪子刀（★） | 澄澈之水 (战痕累累)buff 1953.5 993.890
爪子刀（★） | 澄澈之水 (略有磨损)max 3499.86 爪子刀（★） | 澄澈之水 (略有磨损)buff 2483.7 1016.160
爪子刀（★） | 狩猎网格 (久经沙场)max 2224.23 爪子刀（★） | 狩猎网格 (久经沙场)buff 1548 676.230
爪子刀（★） | 狩猎网格 (略有磨损)max 3973.69 爪子刀（★） | 狩猎网格 (略有磨损)buff 1620 2353.690
爪子刀（★） | 自动化 (久经沙场)max 5437.52 爪子刀（★） | 自动化 (久经沙场)buff 4222 1215.520
爪子刀（★） | 自动化 (崭新出厂)igxe 8180.00 爪子刀（★） | 自动化 (崭新出厂)max 10879.74 -2699.740
爪子刀（★） | 自动化 (战痕累累)max 4712.43 爪子刀（★） | 自动化 (战痕累累)buff 3050 1662.430
爪子刀（★） | 自动化 (略有磨损)max 7356.58 爪子刀（★） | 自动化 (略有磨损)buff 5400 1956.580
爪子刀（★） | 自由之手 (久经沙场)max 3035.06 爪子刀（★） | 自由之手 (久经沙场)buff 2319 716.060
爪子刀（★） | 自由之手 (崭新出厂)max 4280.53 爪子刀（★） | 自由之手 (崭新出厂)igxe 2799.00 1481.530
爪子刀（★） | 自由之手 (略有磨损)max 3821.48 爪子刀（★） | 自由之手 (略有磨损)buff 2510 1311.480
爪子刀（★） | 致命紫罗兰 (久经沙场)max 3070.50 爪子刀（★） | 致命紫罗兰 (久经沙场)buff 2200 870.500
爪子刀（★） | 致命紫罗兰 (战痕累累)max 3369.92 爪子刀（★） | 致命紫罗兰 (战痕累累)buff 1899.5 1470.420
爪子刀（★） | 致命紫罗兰 (略有磨损)max 4077.55 爪子刀（★） | 致命紫罗兰 (略有磨损)buff 2880 1197.550
爪子刀（★） | 蓝钢 (久经沙场)max 3437.40 爪子刀（★） | 蓝钢 (久经沙场)buff 2405 1032.400
爪子刀（★） | 蓝钢 (战痕累累)max 5679.55 爪子刀（★） | 蓝钢 (战痕累累)buff 2294 3385.550
爪子刀（★） | 蓝钢 (略有磨损)max 3622.51 爪子刀（★） | 蓝钢 (略有磨损)buff 2520 1102.510
爪子刀（★） | 虎牙 (崭新出厂)max 6109.17 爪子刀（★） | 虎牙 (崭新出厂)buff 4319.5 1789.670
爪子刀（★） | 表面淬火 (久经沙场)max 4548.33 爪子刀（★） | 表面淬火 (久经沙场)buff 3029.5 1518.830
爪子刀（★） | 表面淬火 (崭新出厂)max 8294.49 爪子刀（★） | 表面淬火 (崭新出厂)buff 6099 2195.490
爪子刀（★） | 表面淬火 (战痕累累)max 3976.23 爪子刀（★） | 表面淬火 (战痕累累)buff 2300 1676.230
爪子刀（★） | 表面淬火 (略有磨损)max 5978.09 爪子刀（★） | 表面淬火 (略有磨损)buff 3400 2578.090
爪子刀（★） | 表面淬火 (破损不堪)max 4159.41 爪子刀（★） | 表面淬火 (破损不堪)buff 2595 1564.410
爪子刀（★） | 都市伪装 (崭新出厂)max 6592.31 爪子刀（★） | 都市伪装 (崭新出厂)buff 3000 3592.310
爪子刀（★） | 都市伪装 (战痕累累)max 2668.50 爪子刀（★） | 都市伪装 (战痕累累)buff 1525 1143.500
爪子刀（★） | 都市伪装 (略有磨损)max 3032.78 爪子刀（★） | 都市伪装 (略有磨损)buff 1926 1106.780
爪子刀（★） | 黑色层压板 (久经沙场)max 4077.55 爪子刀（★） | 黑色层压板 (久经沙场)igxe 3080.00 997.550
爪子刀（★） | 黑色层压板 (崭新出厂)max 8636.02 爪子刀（★） | 黑色层压板 (崭新出厂)igxe 4400.00 4236.020
爪子刀（★） | 黑色层压板 (战痕累累)max 3838.20 爪子刀（★） | 黑色层压板 (战痕累累)buff 2844.5 993.700
爪子刀（★） | 黑色层压板 (略有磨损)max 4479.29 爪子刀（★） | 黑色层压板 (略有磨损)buff 3260 1219.290
爪子刀（★） | 黑色层压板 (破损不堪)max 3945.80 爪子刀（★） | 黑色层压板 (破损不堪)buff 2855 1090.800
猎杀者匕首（★ StatTrak™） | 传说 (久经沙场)max 1846.70 猎杀者匕首（★ StatTrak™） | 传说 (久经沙场)buff 1250 596.700
猎杀者匕首（★ StatTrak™） | 多普勒 (崭新出厂)max 2149.99 猎杀者匕首（★ StatTrak™） | 多普勒 (崭新出厂)buff 1594.92 555.070
猎杀者匕首（★ StatTrak™） | 大马士革钢 (略有磨损)igxe 749.00 猎杀者匕首（★ StatTrak™） | 大马士革钢 (略有磨损)max 1054.98 -305.980
猎杀者匕首（★ StatTrak™） | 自由之手 (久经沙场)max 899.84 猎杀者匕首（★ StatTrak™） | 自由之手 (久经沙场)buff 665.5 234.340
猎杀者匕首（★ StatTrak™） | 虎牙 (崭新出厂)max 1752.81 猎杀者匕首（★ StatTrak™） | 虎牙 (崭新出厂)buff 1244 508.810
猎杀者匕首（★）buff 845 猎杀者匕首（★）max 1213.60 -368.600
猎杀者匕首（★） | 传说 (久经沙场)max 1535.32 猎杀者匕首（★） | 传说 (久经沙场)buff 1130 405.320
猎杀者匕首（★） | 传说 (崭新出厂)max 2558.82 猎杀者匕首（★） | 传说 (崭新出厂)buff 2050 508.820
猎杀者匕首（★） | 伽玛多普勒 (崭新出厂)max 1886.56 猎杀者匕首（★） | 伽玛多普勒 (崭新出厂)buff 1310 576.560
猎杀者匕首（★） | 北方森林 (久经沙场)max 606.65 猎杀者匕首（★） | 北方森林 (久经沙场)buff 445 161.650
猎杀者匕首（★） | 北方森林 (战痕累累)igxe 450.00 猎杀者匕首（★） | 北方森林 (战痕累累)max 1410.81 -960.810
猎杀者匕首（★） | 北方森林 (略有磨损)max 782.77 猎杀者匕首（★） | 北方森林 (略有磨损)buff 530 252.770
猎杀者匕首（★） | 外表生锈 (战痕累累)max 539.30 猎杀者匕首（★） | 外表生锈 (战痕累累)buff 438 101.300
猎杀者匕首（★） | 多普勒 (崭新出厂)max 1605.21 猎杀者匕首（★） | 多普勒 (崭新出厂)buff 1219.5 385.710
猎杀者匕首（★） | 大马士革钢 (久经沙场)max 741.63 猎杀者匕首（★） | 大马士革钢 (久经沙场)buff 554.5 187.130
猎杀者匕首（★） | 大马士革钢 (崭新出厂)igxe 693.00 猎杀者匕首（★） | 大马士革钢 (崭新出厂)max 1017.75 -324.750
猎杀者匕首（★） | 大马士革钢 (略有磨损)max 827.28 猎杀者匕首（★） | 大马士革钢 (略有磨损)buff 624.44 202.840
猎杀者匕首（★） | 枯焦之色 (略有磨损)max 676.20 猎杀者匕首（★） | 枯焦之色 (略有磨损)buff 494.5 181.700
猎杀者匕首（★） | 森林 DDPAT (战痕累累)max 627.58 猎杀者匕首（★） | 森林 DDPAT (战痕累累)buff 449 178.580
猎杀者匕首（★） | 深红之网 (久经沙场)igxe 867.76 猎杀者匕首（★） | 深红之网 (久经沙场)max 1103.49 -235.730
猎杀者匕首（★） | 渐变之色 (崭新出厂)max 2015.10 猎杀者匕首（★） | 渐变之色 (崭新出厂)buff 1447 568.100
猎杀者匕首（★） | 渐变大理石 (崭新出厂)max 1814.94 猎杀者匕首（★） | 渐变大理石 (崭新出厂)buff 1283 531.940
猎杀者匕首（★） | 澄澈之水 (久经沙场)max 651.66 猎杀者匕首（★） | 澄澈之水 (久经沙场)buff 501.4 150.260
猎杀者匕首（★） | 澄澈之水 (崭新出厂)max 888.34 猎杀者匕首（★） | 澄澈之水 (崭新出厂)buff 666 222.340
猎杀者匕首（★） | 澄澈之水 (略有磨损)max 861.59 猎杀者匕首（★） | 澄澈之水 (略有磨损)buff 582 279.590
猎杀者匕首（★） | 自动化 (略有磨损)max 1492.78 猎杀者匕首（★） | 自动化 (略有磨损)buff 1025.5 467.280
猎杀者匕首（★） | 自由之手 (久经沙场)max 739.76 猎杀者匕首（★） | 自由之手 (久经沙场)buff 534 205.760
猎杀者匕首（★） | 自由之手 (崭新出厂)igxe 746.18 猎杀者匕首（★） | 自由之手 (崭新出厂)max 1005.71 -259.530
猎杀者匕首（★） | 自由之手 (略有磨损)max 929.67 猎杀者匕首（★） | 自由之手 (略有磨损)buff 636 293.670
猎杀者匕首（★） | 致命紫罗兰 (久经沙场)max 671.66 猎杀者匕首（★） | 致命紫罗兰 (久经沙场)buff 479 192.660
猎杀者匕首（★） | 致命紫罗兰 (战痕累累)max 633.40 猎杀者匕首（★） | 致命紫罗兰 (战痕累累)buff 472.49 160.910
猎杀者匕首（★） | 致命紫罗兰 (略有磨损)max 946.79 猎杀者匕首（★） | 致命紫罗兰 (略有磨损)igxe 675.00 271.790
猎杀者匕首（★） | 蓝钢 (战痕累累)max 842.53 猎杀者匕首（★） | 蓝钢 (战痕累累)buff 568.5 274.030
猎杀者匕首（★） | 蓝钢 (略有磨损)max 867.01 猎杀者匕首（★） | 蓝钢 (略有磨损)buff 654 213.010
猎杀者匕首（★） | 虎牙 (崭新出厂)max 1374.54 猎杀者匕首（★） | 虎牙 (崭新出厂)buff 1048.9 325.640
猎杀者匕首（★） | 黑色层压板 (久经沙场)max 895.76 猎杀者匕首（★） | 黑色层压板 (久经沙场)buff 715 180.760
猎杀者匕首（★） | 黑色层压板 (战痕累累)buff 980 猎杀者匕首（★） | 黑色层压板 (战痕累累)igxe 1100.00 -120.000
猎杀者匕首（★） | 黑色层压板 (略有磨损)max 981.90 猎杀者匕首（★） | 黑色层压板 (略有磨损)buff 748.5 233.400
猎杀者匕首（★） | 黑色层压板 (破损不堪)igxe 720.00 猎杀者匕首（★） | 黑色层压板 (破损不堪)max 1036.54 -316.540
短剑（★ StatTrak™）max 1651.28 短剑（★ StatTrak™）buff 1257.98 393.300
短剑（★ StatTrak™） | 北方森林 (略有磨损)max 875.93 短剑（★ StatTrak™） | 北方森林 (略有磨损)buff 698 177.930
短剑（★ StatTrak™） | 大马士革钢 (久经沙场)igxe 927.14 短剑（★ StatTrak™） | 大马士革钢 (久经沙场)max 1273.89 -346.750
短剑（★ StatTrak™） | 大马士革钢 (崭新出厂)max 1946.35 短剑（★ StatTrak™） | 大马士革钢 (崭新出厂)buff 1195 751.350
短剑（★ StatTrak™） | 大马士革钢 (战痕累累)igxe 900.00 短剑（★ StatTrak™） | 大马士革钢 (战痕累累)max 1167.63 -267.630
短剑（★ StatTrak™） | 大马士革钢 (略有磨损)max 1803.57 短剑（★ StatTrak™） | 大马士革钢 (略有磨损)buff 1000 803.570
短剑（★ StatTrak™） | 森林 DDPAT (久经沙场)max 892.49 短剑（★ StatTrak™） | 森林 DDPAT (久经沙场)buff 609.5 282.990
短剑（★ StatTrak™） | 渐变之色 (崭新出厂)max 3835.32 短剑（★ StatTrak™） | 渐变之色 (崭新出厂)buff 2700 1135.320
短剑（★ StatTrak™） | 渐变大理石 (崭新出厂)max 3064.15 短剑（★ StatTrak™） | 渐变大理石 (崭新出厂)buff 1989.5 1074.650
短剑（★ StatTrak™） | 狩猎网格 (久经沙场)buff 569.5 短剑（★ StatTrak™） | 狩猎网格 (久经沙场)max 1347.59 -778.090
短剑（★ StatTrak™） | 致命紫罗兰 (久经沙场)igxe 825.00 短剑（★ StatTrak™） | 致命紫罗兰 (久经沙场)max 1171.90 -346.900
短剑（★ StatTrak™） | 致命紫罗兰 (战痕累累)max 965.65 短剑（★ StatTrak™） | 致命紫罗兰 (战痕累累)igxe 647.34 318.310
短剑（★ StatTrak™） | 致命紫罗兰 (略有磨损)max 2021.92 短剑（★ StatTrak™） | 致命紫罗兰 (略有磨损)igxe 1069.00 952.920
短剑（★ StatTrak™） | 虎牙 (崭新出厂)max 2271.85 短剑（★ StatTrak™） | 虎牙 (崭新出厂)buff 1655 616.850
短剑（★ StatTrak™） | 表面淬火 (久经沙场)max 1762.35 短剑（★ StatTrak™） | 表面淬火 (久经沙场)buff 1299 463.350
短剑（★ StatTrak™） | 都市伪装 (久经沙场)max 996.08 短剑（★ StatTrak™） | 都市伪装 (久经沙场)buff 659 337.080
短剑（★）max 1591.70 短剑（★）buff 1240 351.700
短剑（★） | 人工染色 (略有磨损)buff 895 短剑（★） | 人工染色 (略有磨损)max 1188.31 -293.310
短剑（★） | 北方森林 (崭新出厂)max 1472.54 短剑（★） | 北方森林 (崭新出厂)buff 1030 442.540
短剑（★） | 北方森林 (战痕累累)max 786.82 短剑（★） | 北方森林 (战痕累累)buff 547.98 238.840
短剑（★） | 外表生锈 (战痕累累)max 862.73 短剑（★） | 外表生锈 (战痕累累)igxe 664.17 198.560
短剑（★） | 外表生锈 (破损不堪)max 943.51 短剑（★） | 外表生锈 (破损不堪)buff 700 243.510
短剑（★） | 多普勒 (崭新出厂)max 2573.13 短剑（★） | 多普勒 (崭新出厂)buff 1845 728.130
短剑（★） | 多普勒 (略有磨损)max 2631.92 短剑（★） | 多普勒 (略有磨损)buff 1840 791.920
短剑（★） | 夜色 (久经沙场)max 905.60 短剑（★） | 夜色 (久经沙场)buff 656 249.600
短剑（★） | 夜色 (战痕累累)max 769.36 短剑（★） | 夜色 (战痕累累)igxe 585.00 184.360
短剑（★） | 夜色 (略有磨损)igxe 770.00 短剑（★） | 夜色 (略有磨损)max 1054.98 -284.980
短剑（★） | 夜色 (破损不堪)max 882.79 短剑（★） | 夜色 (破损不堪)buff 638 244.790
短剑（★） | 大马士革钢 (久经沙场)igxe 890.00 短剑（★） | 大马士革钢 (久经沙场)max 1138.66 -248.660
短剑（★） | 大马士革钢 (崭新出厂)max 1401.96 短剑（★） | 大马士革钢 (崭新出厂)buff 1096.93 305.030
短剑（★） | 大马士革钢 (战痕累累)igxe 800.00 短剑（★） | 大马士革钢 (战痕累累)max 1124.42 -324.420
短剑（★） | 大马士革钢 (略有磨损)buff 996 短剑（★） | 大马士革钢 (略有磨损)igxe 1010.00 -14.000
短剑（★） | 屠夫 (久经沙场)max 2242.49 短剑（★） | 屠夫 (久经沙场)buff 1545 697.490
短剑（★） | 屠夫 (崭新出厂)max 2558.82 短剑（★） | 屠夫 (崭新出厂)buff 1848.5 710.320
短剑（★） | 屠夫 (略有磨损)max 2338.52 短剑（★） | 屠夫 (略有磨损)igxe 1650.00 688.520
短剑（★） | 枯焦之色 (久经沙场)max 761.14 短剑（★） | 枯焦之色 (久经沙场)buff 545 216.140
短剑（★） | 枯焦之色 (略有磨损)buff 613 短剑（★） | 枯焦之色 (略有磨损)max 1705.05 -1092.050
短剑（★） | 森林 DDPAT (久经沙场)max 781.47 短剑（★） | 森林 DDPAT (久经沙场)buff 549.5 231.970
短剑（★） | 森林 DDPAT (略有磨损)max 932.08 短剑（★） | 森林 DDPAT (略有磨损)buff 630 302.080
短剑（★） | 深红之网 (久经沙场)max 1760.16 短剑（★） | 深红之网 (久经沙场)buff 1274 486.160
短剑（★） | 深红之网 (战痕累累)igxe 888.88 短剑（★） | 深红之网 (战痕累累)max 1410.66 -521.780
短剑（★） | 深红之网 (略有磨损)max 3224.99 短剑（★） | 深红之网 (略有磨损)buff 2148.5 1076.490
短剑（★） | 渐变之色 (崭新出厂)max 3531.76 短剑（★） | 渐变之色 (崭新出厂)buff 2699 832.760
短剑（★） | 渐变大理石 (崭新出厂)max 2648.37 短剑（★） | 渐变大理石 (崭新出厂)buff 1968.99 679.380
短剑（★） | 狩猎网格 (久经沙场)max 744.55 短剑（★） | 狩猎网格 (久经沙场)buff 549 195.550
短剑（★） | 狩猎网格 (战痕累累)max 763.68 短剑（★） | 狩猎网格 (战痕累累)buff 548.5 215.180
短剑（★） | 狩猎网格 (略有磨损)max 832.03 短剑（★） | 狩猎网格 (略有磨损)igxe 596.00 236.030
短剑（★） | 致命紫罗兰 (久经沙场)igxe 803.89 短剑（★） | 致命紫罗兰 (久经沙场)max 1009.46 -205.570
短剑（★） | 致命紫罗兰 (略有磨损)max 1585.61 短剑（★） | 致命紫罗兰 (略有磨损)buff 1020 565.610
短剑（★） | 致命紫罗兰 (破损不堪)igxe 800.00 短剑（★） | 致命紫罗兰 (破损不堪)max 1015.61 -215.610
短剑（★） | 蓝钢 (崭新出厂)max 2071.35 短剑（★） | 蓝钢 (崭新出厂)buff 1260 811.350
短剑（★） | 蓝钢 (略有磨损)igxe 946.00 短剑（★） | 蓝钢 (略有磨损)max 1338.76 -392.760
短剑（★） | 虎牙 (崭新出厂)max 2085.93 短剑（★） | 虎牙 (崭新出厂)buff 1641.5 444.430
短剑（★） | 虎牙 (略有磨损)max 2432.96 短剑（★） | 虎牙 (略有磨损)buff 1629 803.960
短剑（★） | 表面淬火 (久经沙场)max 1744.58 短剑（★） | 表面淬火 (久经沙场)buff 1180 564.580
短剑（★） | 表面淬火 (崭新出厂)max 5501.72 短剑（★） | 表面淬火 (崭新出厂)igxe 2230.00 3271.720
短剑（★） | 表面淬火 (战痕累累)buff 929.5 短剑（★） | 表面淬火 (战痕累累)max 1415.41 -485.910
短剑（★） | 表面淬火 (略有磨损)max 1784.77 短剑（★） | 表面淬火 (略有磨损)buff 1376.5 408.270
短剑（★） | 表面淬火 (破损不堪)max 1441.76 短剑（★） | 表面淬火 (破损不堪)igxe 1000.00 441.760
短剑（★） | 都市伪装 (久经沙场)max 799.66 短剑（★） | 都市伪装 (久经沙场)buff 634.3 165.360
短剑（★） | 都市伪装 (战痕累累)max 814.91 短剑（★） | 都市伪装 (战痕累累)buff 568.9 246.010
穿肠刀（★ StatTrak™） | 传说 (久经沙场)igxe 780.00 穿肠刀（★ StatTrak™） | 传说 (久经沙场)max 1010.66 -230.660
穿肠刀（★ StatTrak™） | 传说 (战痕累累)igxe 688.00 穿肠刀（★ StatTrak™） | 传说 (战痕累累)max 1116.93 -428.930
穿肠刀（★ StatTrak™） | 传说 (略有磨损)max 1407.38 穿肠刀（★ StatTrak™） | 传说 (略有磨损)buff 1000 407.380
穿肠刀（★ StatTrak™） | 北方森林 (战痕累累)max 585.44 穿肠刀（★ StatTrak™） | 北方森林 (战痕累累)buff 400 185.440
